Nama,Nama_Toko,Harga,banyak_terjual,Rating,Link,Komentar
Vortex INNO Vortexseries X1 Super Light Wireless Gaming Mouse InnoX1,FRAG GAMING STORE,Rp525.000,80+,4.9,https://www.tokopedia.com/fraggamingstore/vortex-inno-vortexseries-x1-super-light-wireless-gaming-mouse-innox1?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Mousenya oke bisa semua.. Cuma buat bonus mousepad, mousepadnya gimmick banget.. gak bisa dianggap mousepad dan gak mungkin dipakai Nyaman dan praktis tinggal plug and p... || mousenya nyaman di pake cocok buat grip tanganku 👍 || Seller gokil malem malem masih gas pengiriman, barangnya mantap"
Ajazz AJ159P / AJ-159P Wireless Gaming Mouse Lightweight With Docking AjazzAj159p - Putih,FRAG GAMING STORE,Rp579.000,21,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj159p-aj-159p-wireless-gaming-mouse-lightweight-with-docking-ajazzaj159p-putih-263a9?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,ga kecewa sama mousenya udah ringan sama ada harga pasti ada kualitas || Recomend pokoknya
Rexus Arka 3 Arka III Gaming Mouse Wireless RX112 Arka3 RexusArka3 - Hitam,FRAG GAMING STORE,Rp339.000,250+,4.9,https://www.tokopedia.com/fraggamingstore/rexus-arka-3-arka-iii-gaming-mouse-wireless-rx112-arka3-rexusarka3-hitam-e0e50?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"respon penjual cepat, packing aman, pengiriman juga cepat.. rexus arka dr sisi bentuk enak untuk dipegang, beratnya pas, dan dpinya bisa sampe 10000.. bener2 value for mo... || seller respon cepat, pesanan sesuai dengan permintaan, barang berfungsi dengan baik.. ntaps || Barang bagus, packing rapih, bonus nya aja sedikit lecek"
WLmouse Sword X Magnesium 8K Wl mouse swordx Wlmousesword Ultra-lightweight Wireless Gaming Mouse - Merah Muda,FRAG GAMING STORE,Rp2.499.000,19,5,https://www.tokopedia.com/fraggamingstore/wlmouse-sword-x-magnesium-8k-wl-mouse-swordx-wlmousesword-ultra-lightweight-wireless-gaming-mouse-1730967372758484376?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,Barang mantap pengiriman oke fast respon
Ajazz AJ219 AJ-219 Wireless Gaming Mouse With Docking AjazzAj219 - Putih,FRAG GAMING STORE,Rp599.000,90+,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj219-aj-219-wireless-gaming-mouse-with-docking-ajazzaj219-putih-eed7c?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Seller responsif dan sangat membantu, mouse top quality, sangat ringan || salut sama adminnya, sangat komunikatif barang sold out buyer langsung diberi kabar, dan disarankan membeli barang lainnya yang harga nya tidak beda jauh, big thanks, nex... || enak banget mouse nya, ringan beut ringan. aim valo jadi improve parah. bismillah otw diamond tahun episode ini hehehe"
Razer Deathadder Essential,FRAG GAMING STORE,Rp288.500,80+,4.9,https://www.tokopedia.com/fraggamingstore/razer-deathadder-essential?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"nice to have, terpacking dengan rapi, all is good. || barangnya di terima dengan baik, barangnya bagus || respon penguriman lama dari hari pemesanan msh harus nunggu 24 jm pdahal katanya ada sya harus menanykan berkali kali untuk pengiriman byar tidak di batalkan oleh tokoped..."
Lamzu Maya X Glass Skates For Gaming Mouse,FRAG GAMING STORE,Rp239.000,3,5,https://www.tokopedia.com/fraggamingstore/lamzu-maya-x-glass-skates-for-gaming-mouse-1730817136979838360?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,
Rexus QB400 Mouse Office Wireless Bluetooth QB-400 RexusQB400 - BEIGE,FRAG GAMING STORE,Rp189.000,30+,5,https://www.tokopedia.com/fraggamingstore/rexus-qb400-mouse-office-wireless-bluetooth-qb-400-rexusqb400-beige-8d065?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Mouse berfungsi dengan baik Sensifitas mousenya baik, desainnya simpel dan keren || mantap sesuai pesanan Bagus untuk kerja sehari-hari || DAPET BONUS EMAS BENERAN! GILA!"
"Pressplay ATLAS Ergonomic Ultralight Wireless Gaming Mouse by Press Play - Hitam, Mouse Only",FRAG GAMING STORE,Rp289.000,30+,5,https://www.tokopedia.com/fraggamingstore/pressplay-atlas-ergonomic-ultralight-wireless-gaming-mouse-by-press-play-1730840017193239960?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Mantap bos harga murah performa oke untuk harganya, modelnya juga simpel dan elegan, suka bgt dah sm produk ini!!!"
Razer Viper Mini Signature Edition Mouse Gaming Wireless - Putih,FRAG GAMING STORE,Rp7.999.000,25,5,https://www.tokopedia.com/fraggamingstore/razer-viper-mini-signature-edition-mouse-gaming-wireless-1730889984280921496?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Seller nya ramah, barang langsung di kirim ga nunggu lama. Produk Viper Mini SE memang mahal tapi worth banget 🤝🏼 || Barang original, packing full complete kaya beli di razer store sampe wrap tipisnya jg masih ada. Pengiriman cepat. Seller ramah || Mendarat dengan selamat dan siap dipajang! 😁"
Lamzu Maya X 8k Ultralight Ergonomic Wireless Mouse LamzuMaya MayaX 2.4Ghz Available 8k - Hitam,,Rp1.869.000,100+,5,https://www.tokopedia.com/fraggamingstore/lamzu-maya-x-8k-ultralight-ergonomic-wireless-mouse-lamzumaya-mayax-2-4ghz-available-8k-hitam-67a04?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"mantap sellernya ramah fast respond terus baik banget, juga dipilihin pake kurir yg paling cepet. mantap pokoknya mousenya juga mantap jos aman semua ||  || "
Ajazz AJ139 / AJ-139 Pro Wireless Gaming Mouse Lightweight AjazzAJ139 - Merah,FRAG GAMING STORE,Rp499.000,80+,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj139-aj-139-pro-wireless-gaming-mouse-lightweight-ajazzaj139-merah-47c51?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Good quality, belom di coba untuk compe, tpi overall oke 👍🏽 || cepat sampai praktis tinggal plug and play Ukuran mouse pas ditangan. || Pesan sameday langsung sampai hari itu juga, ditanya tanya seller fast respon, barangnya aman, kardusnya doang rada penyok dikit gamasalah, overall mantap🙌🏼 semoga awet..."
"Noir M2 / M2 Pro 4K Wireless Wired Mouse NoirM2Pro M2Pro4k M24K M2Pro Noir M2 - Putih, M2",FRAG GAMING STORE,Rp595.000,30+,5,https://www.tokopedia.com/fraggamingstore/noir-m2-m2-pro-4k-wireless-wired-mouse-noirm2pro-m2pro4k-m24k-m2pro-noir-m2-putih-m2-7f166?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Kualitas sangat baik, sudah pernah menjadikan hadiah bagi pasangan saya sebelumnya. Kebetulan sebelumnya saya menggunakan merk lain dan ini mousenya ringan sekali. Semua... || Recommended store! Admin sangat sabar dalam memberikan rekomendasi dan penjelasan. 😁👍 || Paket selamat sampai tujuan 👍"
Sades Oculus V2 S30 Wireless Dual Mode RGB Gaming Mouse - Hitam,FRAG GAMING STORE,Rp325.000,3,5,https://www.tokopedia.com/fraggamingstore/sades-oculus-v2-s30-wireless-dual-mode-rgb-gaming-mouse-hitam?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Mouseny mantep , ringan dan kokoh. 3 hari pemakaian semenjak kedatangan, semuanya lancar. Scrolling enak, clicky, overall great experience. p.s. terima kasih yaa untuk..."
Rexus Arka 2 / Arka II RX107 Wired Wireless Gaming Mouse Black / White - Putih,FRAG GAMING STORE,Rp330.000,100+,4.9,https://www.tokopedia.com/fraggamingstore/rexus-arka-2-arka-ii-rx107-wired-wireless-gaming-mouse-black-white-putih?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"barang sudah sampai dan berfungsi dgn baik, sempat kendala dgn sistem pengiriman, tapi gk apa || KEREN DAN MANTAP !! sayang nya pembelian mouse yang sebelumnya berkendala mouse yang datang rusak. tapi tetap dibantu sampai penukaran barang selesai asal harus sabar saj... || seller rekomended, ramah dan pengiriman super cepat"
Ajazz AJ139MAX / AJ139 MAX RGB Lightweight Wireless Gaming Mouse with Charging Base - Putih,FRAG GAMING STORE,Rp579.000,30+,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj139max-aj139-max-rgb-lightweight-wireless-gaming-mouse-with-charging-base-putih-543da?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,barang bagus bangettt. rekomended seller! || packing rapi & aman.. barang sesuai pesanan terimakasih || Sangat sesuai harapan 🔥🥰
Sades Raiden Pro S33 Mouse Gaming Wireless Modular Triple Mode SadesRaidenPro RaidenPro - Putih,FRAG GAMING STORE,Rp550.000,17,5,https://www.tokopedia.com/fraggamingstore/sades-raiden-pro-s33-mouse-gaming-wireless-modular-triple-mode-sadesraidenpro-raidenpro-putih-8e828?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan. Best value mouse || via usb OK via dongle OK via BT1/2 udah OK setelah chat sama admin tekan left+middle+right click barengan setelah diset ke BT1/BT2 langsung josss battery awet, pemakaian... || Worth lah mousenya"
Ajazz AJ199 MAX Ultra-Lightweight Wireless Gaming Mouse AjazzAj199Max AJ199Max - Putih,FRAG GAMING STORE,Rp579.000,14,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj199-max-ultra-lightweight-wireless-gaming-mouse-ajazzaj199max-aj199max-putih-9cb9b?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Sesuai yang diharapkan, mousenya nyaman digenggam. Akan lebih mantap jika diberi mouse feet cadangan || barang bagus sesuai pesanan, kardus penyok sedikit efek pengiriman logistik || Packing aman dan barang sesuai terimakasih"
Logitech G102 Prodigy - White Edition,FRAG GAMING STORE,Rp279.000,4,4.7,https://www.tokopedia.com/fraggamingstore/logitech-g102-prodigy-white-edition?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,produk di terima dan berjalan dengan baik
Cooler Master MM712 / MM-712 Wireless Gaming Mouse CM MM712 - Putih,,Rp639.000,23,4.7,https://www.tokopedia.com/fraggamingstore/cooler-master-mm712-mm-712-wireless-gaming-mouse-cm-mm712-putih-7424c?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Minta kejelasan dan arahan baik2, gimana cara klaim garansi. Tapi toko gk ad bantuannya cuma ngomong ""wait bro"" udah berhari2. Kecewa sama after salesnya. Se engg... ||  || "
Ajazz AJ159 / AJ-159 Ultra-lightweight Dual-mode Wireless Gaming Mouse AjazzAJ159,FRAG GAMING STORE,Rp499.000,13,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj159-aj-159-ultra-lightweight-dual-mode-wireless-gaming-mouse-ajazzaj159?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,
Fantech Kanata S WG9 / WG9-S / WG 9S Lightweight Wireless Gaming Mouse - WG9 Black,FRAG GAMING STORE,Rp139.000,24,5,https://www.tokopedia.com/fraggamingstore/fantech-kanata-s-wg9-wg9-s-wg-9s-lightweight-wireless-gaming-mouse-wg9-black-5cc4c?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,
Rexus Daxa Pro Wireless 2 Mouse Gaming Ergonomic Daxa Pro Wireless II / DX-PW2 - 8K Polling Rate PAW3395,FRAG GAMING STORE,Rp899.000,22,5,https://www.tokopedia.com/fraggamingstore/rexus-daxa-pro-wireless-2-mouse-gaming-ergonomic-daxa-pro-wireless-ii-dx-pw2-8k-polling-rate-paw3395-1730723991625696664?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"mau beli razer mamba tapi budget pas2 an? ini solusinya, mau dipajang di set up game dirumah atau dibuat ngantornudh pasti kece parah"
"Lamzu Maya Ultralight Ergonomic Wireless Mouse 2.4Ghz Available 4K - CHARCOAL BLACK, MOUSE ONLY",FRAG GAMING STORE,Rp1.649.000,30+,5,https://www.tokopedia.com/fraggamingstore/lamzu-maya-ultralight-ergonomic-wireless-mouse-2-4ghz-available-4k-charcoal-black-mouse-only-2b215?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"puas bangettt wangy pabrik 🗿👽 || gokil, mousenya enak beud cok || enteng betul cui mouse ny,"
ThundeRobot Gaming Mouse Tri-connection Bluetooth Wireless Wired 4K docking,FRAG GAMING STORE,Rp890.000,50+,5,https://www.tokopedia.com/fraggamingstore/thunderobot-gaming-mouse-tri-connection-bluetooth-wireless-wired-4k-docking-1731077076343752088?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,buset stand nya sih cakep bgt ya macem stand mouse mahal jaman dulu || Clickernya enak bgt buat main fps jos
Pressplay NOVA PRO Pressplaynovapro Wireless Gaming Mouse Press Play - Putih,FRAG GAMING STORE,Rp499.000,17,5,https://www.tokopedia.com/fraggamingstore/pressplay-nova-pro-pressplaynovapro-wireless-gaming-mouse-press-play-putih-5e115?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Nyaman dan praktis tinggal plug and play Best value mouse Ukuran mouse pas ditangan. Overall bagus cuman seller nya agak terlalu qna aja gak ada followup feedback || Bagus sih cocok banget barangnya, ngga nyesel"
Vortexseries Inno X2 V2 Vortex InnoX2 InnoX2V2 Lightweight Wireless Gaming Mouse Vortex series - X3-MERAH,FRAG GAMING STORE,Rp499.000,30+,5,https://www.tokopedia.com/fraggamingstore/vortexseries-inno-x2-v2-vortex-innox2-innox2v2-lightweight-wireless-gaming-mouse-vortex-series-x3-merah-9a084?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"respon penjual sangat baik, packaging rapi, mantap. sayangnya produknya lagi ghoib tapi penjual memberikan referensi yang kompetitif, alhasil saya mengambil salah satu da... || mousenya gacor min, dan juga cocok untuk valo😎🔥"
Sades Ryunix Kojin MX10 Mouse Gaming Wireless Bluetooth Triple Mode Ambidextrou - Putih,FRAG GAMING STORE,Rp589.000,30+,5,https://www.tokopedia.com/fraggamingstore/sades-ryunix-kojin-mx10-mouse-gaming-wireless-bluetooth-triple-mode-ambidextrou-putih-7ebd6?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,respon penjual cepat komunikasinya juga baik produk lengkap
Rexus Daxa Air 2 / Air2 Mouse Gaming,FRAG GAMING STORE,Rp686.000,18,4.9,https://www.tokopedia.com/fraggamingstore/rexus-daxa-air-2-air2-mouse-gaming?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Produk sempat bermasalah, tp pelayanannya mantab. gud. || barang sudah ditrima.. fast respon.. tq.. ; top || pengiriman cepat, packing aman, produk memuaskan, good seller and product!"
Fantech VENOM 2 WGC 2 / II WGC2 Vibe Edition Wireless Mouse Gaming - Hitam,FRAG GAMING STORE,Rp152.500,10,5,https://www.tokopedia.com/fraggamingstore/fantech-venom-2-wgc-2-ii-wgc2-vibe-edition-wireless-mouse-gaming-hitam-ffab4?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,mantap
Vortex Oni R1 Vortexseries Lightweight Gaming Mouse VortexOni OniR1 - Merah,FRAG GAMING STORE,Rp449.900,750+,4.9,https://www.tokopedia.com/fraggamingstore/vortex-oni-r1-vortexseries-lightweight-gaming-mouse-vortexoni-onir1-merah-e57c9?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Proses pengiriman dr seller cepat dan akurat. Barang sesuai deskripsi dan pesanan, packaging aman, kualitas barang OK nggak ada masalah...semua ok...ringan banget ternyat... || pengiriman cepat,ukurannya juga pas ditangan yang gede seperti tanga saya,dan tampilan mousenya udah bagus sama performa juga,cuman dus bagian bawahnya penyok gotu tapi g... || setelah dicoba, perfomanya cukup bagus gais dan akurat juga buat main game. mousenya ringan dan desainnya keren mantep dah"
Vortexseries Inno X3 Pro / Vortex Inno X3 Pro 8K / Inno X3 Lightweight Wireless Gaming Mouse Multiconnection Vortex series - X3-MERAH,FRAG GAMING STORE,Rp499.000,100+,4.9,https://www.tokopedia.com/fraggamingstore/vortexseries-inno-x3-pro-vortex-inno-x3-pro-8k-inno-x3-lightweight-wireless-gaming-mouse-multiconnection-vortex-series-1730751591178405272?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"barang sampai dengan selamat, pas pertama nyampe kaget paketnya ringan banget ternyata emang mousenya seringan itu, buat grip saya yang agak ""unik"" masih ngepas k... || sampai dengan selamat. barang sesuai pesanan. cuma sayang ekspedisi jnt lama bgt. pengiriman 1 minggu regular, box juga sedikit lecet karena pengiriman tapi untung gapapa... || Mouse Inno X3 bagus banget build quality nya, kokoh, lebih superior dari Pp menurut saya. Cocok untuk claw grip tgn kecil"
Pressplay ICARUS V2 Ultralight Gaming Mouse Press Play - Hitam,FRAG GAMING STORE,Rp580.000,60+,5,https://www.tokopedia.com/fraggamingstore/pressplay-icarus-v2-ultralight-gaming-mouse-press-play-hitam-d1b86?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"icarus v2 habis diganti ajazz harga lebih murah, oke sih || paket sesuai pesanan, seller komunikatif, mencari penyelesaian || seller fast respon mengenai problem yg ada, recommended 👍. mouse gacor"
Logitech G102 Prodigy,FRAG GAMING STORE,Rp279.000,6,5,https://www.tokopedia.com/fraggamingstore/logitech-g102-prodigy?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,Mantap barangnya bang sukses selalu
Logitech G PRO X SUPERLIGHT 2 Gprox G Pro X ProX Mouse Gaming Wireless - Putih,FRAG GAMING STORE,Rp2.399.000,25,5,https://www.tokopedia.com/fraggamingstore/logitech-g-pro-x-superlight-2-gprox-g-pro-x-prox-mouse-gaming-wireless-putih-d55ab?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"barang bagus, ori, pengemasan baik, penjual responsif & friendly, gercep pas stock warna hitam kosong langsung diinfokan ga asal kirim"
Sades Kaze Gaming Mouse Lightweight SadesKaze W10 - Putih,FRAG GAMING STORE,Rp134.500,8,5,https://www.tokopedia.com/fraggamingstore/sades-kaze-gaming-mouse-lightweight-sadeskaze-w10-putih-fd046?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Barang bagus, rasanya premium enak banget buat gaming"
Rexus Mouse Gaming Wireless Bluetooth Nava Q10 - BLACK,FRAG GAMING STORE,Rp185.000,13,5,https://www.tokopedia.com/fraggamingstore/rexus-mouse-gaming-wireless-bluetooth-nava-q10-black-c4946?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Mousenya dh nyampe, krenn.. thnx souvenirnya juga.. puas bgt, tp blm dicoba mousenya mdh”an aman dn awet.. aamiin.. thnks ya om tante mimin 🙏🏻🙏🏻"
Steelseries Rival 3 TrueMove Core Wired Gaming Mouse,FRAG GAMING STORE,Rp599.000,30+,5,https://www.tokopedia.com/fraggamingstore/steelseries-rival-3-truemove-core-wired-gaming-mouse?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,Mantap 👍🏻 recommended! || Barang mantap original puas belanja di sini trus || Pengiriman gercep tanpa masalahh
Logitech G102 Prodigy Lightsync RGB V2 - White / Black Edition,FRAG GAMING STORE,Rp265.000,50+,4.8,https://www.tokopedia.com/fraggamingstore/logitech-g102-prodigy-lightsync-rgb-v2-white-black-edition?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Mantapppppp barang berguna dengan baik, pengirimannya juga cepet || barang sudah sudah sampai. mouse nya tergolongan ringan. secara fisik tekstur dari mouse nya agak kasar ya mungkin untuk lebih banyak grip saat megang. overall nyaman unt... || cuakep poll"
Ajazz AJ139 Pro 4K Dual Mode Wireless Gaming Mouse - BLACK,,Rp619.000,3,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj139-pro-4k-dual-mode-wireless-gaming-mouse-black-96ad3?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"walaupun pesan hitam gada, adminny tetap responsif dengan memberitahukan ada warna lain"
PWNAGE Trinity CF Carbon Fiber Sakura Samurai Gaming Mouse Wireless 8K 37grams,FRAG GAMING STORE,Rp2.879.000,23,5,https://www.tokopedia.com/fraggamingstore/pwnage-trinity-cf-carbon-fiber-sakura-samurai-gaming-mouse-wireless-8k-37grams-1730817138899191192?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"shape is king, Trinity 1:1 shape to viper mini yg dimana mirip bngt dengan my old beloved gwolves hati s. Oh yes ini mouse oem nya sepertinya sama dengan WLmouse even sid... || Gwe kira sama kek wlmouse, lebih imba cuy"
